feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk100384,cust104932,2023-12-30,Institution way trouble property gun painting space fear foreign nothing.,2,App_Usability,False,73,Low,Cleaned and Validated
fdbk100385,cust109482,2025-07-29,Example east writer some represent from quite need toward.,5,Transaction,True,58,High,Cleaned and Validated
fdbk100386,cust106328,2024-12-18,Employee scene light modern history believe when later stock.,1,Fraud,True,61,Low,Cleaned and Validated
fdbk100387,cust102177,2025-05-14,Alone reason example almost positive get culture coach paper.,4,Transaction,True,61,High,Cleaned and Validated
fdbk100388,cust109742,2024-04-01,Force have anyone since fly no house customer.,5,App_Usability,True,46,High,Cleaned and Validated
fdbk100389,cust108500,2024-10-03,Style tough learn box else choose easy challenge.,4,App_Usability,True,49,High,Cleaned and Validated
fdbk100390,cust103719,2023-05-03,Long alone them space determine group medical top.,1,Other,True,50,Low,Cleaned and Validated
fdbk100391,cust101374,2024-01-29,Customer arrive and health to crime certainly wife.,4,Other,True,51,High,Cleaned and Validated
fdbk100392,cust105981,2024-12-12,According himself foot hand police.,3,Transaction,True,35,Medium,Cleaned and Validated
fdbk100393,cust102467,2025-07-03,Center available each no success process.,5,Transaction,True,41,High,Cleaned and Validated
fdbk100394,cust100806,2024-04-17,Half stop central knowledge tough science hotel include American show.,3,Other,False,70,Medium,Cleaned and Validated
fdbk100395,cust106760,2024-03-02,Pm outside man final fish inside factor.,4,App_Usability,True,40,High,Cleaned and Validated
fdbk100396,cust103118,2022-10-09,Argue executive crime garden it identify class store.,5,App_Usability,True,53,High,Cleaned and Validated
fdbk100397,cust105318,2023-02-22,Carry write agreement tonight newspaper.,4,Other,False,40,High,Cleaned and Validated
fdbk100398,cust102984,2025-01-15,Share deep wide six worry green research mind skin watch small.,3,Transaction,True,63,Medium,Cleaned and Validated
fdbk100399,cust106525,2022-04-11,Girl second wrong method take.,2,App_Usability,True,30,Low,Cleaned and Validated
fdbk100400,cust103056,2023-07-14,Including force concern recently or next almost foreign before.,5,Fraud,True,63,High,Cleaned and Validated
fdbk100401,cust104946,2024-04-13,Spring across offer group financial lot control.,2,Transaction,False,48,Low,Cleaned and Validated
fdbk100402,cust101247,2025-05-13,Agree reveal professional prevent science material find size back dinner.,5,Transaction,True,73,High,Cleaned and Validated
fdbk100403,cust103687,2022-05-17,Task team shoulder discuss experience.,4,App_Usability,True,38,High,Cleaned and Validated
fdbk100404,cust102511,2024-04-30,Official plan tough air writer million car catch.,4,App_Usability,True,49,High,Cleaned and Validated
fdbk100405,cust108888,2021-08-19,Main line factor yeah catch.,3,Transaction,True,28,Medium,Cleaned and Validated
fdbk100406,cust105012,2024-12-09,Would represent improve PM artist respond.,5,App_Usability,True,42,High,Cleaned and Validated
fdbk100407,cust106234,2024-08-16,Act of growth have high build last occur.,4,Fraud,False,41,High,Cleaned and Validated
fdbk100408,cust104621,2025-05-10,Really yard various son once film deal keep.,4,App_Usability,False,44,High,Cleaned and Validated
fdbk100409,cust101843,2025-04-30,Under inside skin discover beat other better do by.,4,Fraud,True,51,High,Cleaned and Validated
fdbk100410,cust107674,2024-07-21,Alone prepare talk performance smile couple least begin law.,3,Transaction,False,60,Medium,Cleaned and Validated
fdbk100411,cust107404,2023-04-21,Mouth hundred wall worry hundred bit.,5,Fraud,True,37,High,Cleaned and Validated
fdbk100412,cust108284,2024-12-12,Catch road nature animal mouth.,5,App_Usability,True,31,High,Cleaned and Validated
fdbk100413,cust105609,2021-02-01,Reduce near Mr speak well people.,4,App_Usability,True,33,High,Cleaned and Validated
fdbk100414,cust107512,2024-02-05,Many evening institution best his power dream.,2,Other,True,46,Low,Cleaned and Validated
fdbk100415,cust107912,2022-10-27,Herself nice write reveal yet condition find measure possible.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk100416,cust100897,2024-03-29,Wear final space perhaps popular attention.,5,Transaction,True,43,High,Cleaned and Validated
fdbk100417,cust108148,2023-03-21,Would political argue agreement today figure prevent.,4,Transaction,True,53,High,Cleaned and Validated
fdbk100418,cust100136,2025-01-18,Discussion serious security guess plan government necessary together enter scientist.,5,Transaction,True,85,High,Cleaned and Validated
fdbk100419,cust106891,2024-08-03,Interview themselves why college degree water I build everything tell.,3,Fraud,True,70,Medium,Cleaned and Validated
fdbk100420,cust109452,2023-11-15,Our indicate TV great upon participant citizen person popular.,1,Fraud,False,62,Low,Cleaned and Validated
fdbk100421,cust103477,2025-06-27,Method week three include free perhaps reach.,2,Transaction,True,45,Low,Cleaned and Validated
fdbk100422,cust108584,2025-03-31,Office water size newspaper public least boy.,4,Other,True,45,High,Cleaned and Validated
fdbk100423,cust109797,2024-12-15,Ever best activity personal poor Democrat truth today.,4,Transaction,False,54,High,Cleaned and Validated
fdbk100424,cust104984,2025-03-20,Less bank direction price do fall six reason.,4,Transaction,True,45,High,Cleaned and Validated
fdbk100425,cust103334,2024-01-02,White make future deal nice case.,4,App_Usability,True,33,High,Cleaned and Validated
fdbk100426,cust101461,2024-01-06,Whose its trouble party compare beyond author sister.,3,Other,True,53,Medium,Cleaned and Validated
fdbk100427,cust105838,2025-05-08,About town cold out improve true.,4,App_Usability,False,33,High,Cleaned and Validated
fdbk100428,cust101946,2025-06-11,Back establish local identify which star than wrong actually.,2,Other,False,61,Low,Cleaned and Validated
fdbk100429,cust105740,2024-08-07,Between else add green hand everyone yes color Democrat.,4,Transaction,True,56,High,Cleaned and Validated
fdbk100430,cust102303,2024-11-05,Relationship hour page thus strong ten nice early whatever.,2,Other,True,59,Low,Cleaned and Validated
fdbk100431,cust107726,2025-02-06,Wrong mind what if ahead even game something.,5,Transaction,True,45,High,Cleaned and Validated
fdbk100432,cust104479,2023-08-15,Forget heavy year yet seem tree ground food officer.,3,App_Usability,True,52,Medium,Cleaned and Validated
fdbk100433,cust108920,2025-06-21,Why prevent write environmental base bar.,4,Transaction,True,41,High,Cleaned and Validated
fdbk100434,cust105609,2025-07-04,Away within star leg what protect something water keep sell month.,4,Transaction,True,66,High,Cleaned and Validated
fdbk100435,cust105571,2024-01-18,Coach range affect away than Congress establish room energy first remember.,4,Transaction,True,75,High,Cleaned and Validated
fdbk100436,cust101176,2024-05-06,Institution yeah radio value ten each personal through decade.,1,Other,True,62,Low,Cleaned and Validated
fdbk100437,cust104986,2022-07-09,Knowledge street involve if place quite plant tonight window.,4,Other,True,61,High,Cleaned and Validated
fdbk100438,cust107404,2024-12-11,Tree Mr short north ground glass half.,4,Transaction,True,38,High,Cleaned and Validated
fdbk100439,cust105683,2024-04-13,Hotel large accept war.,4,Other,True,23,High,Cleaned and Validated
fdbk100440,cust101503,2025-06-29,Despite range city usually to school party bag field consumer.,4,Transaction,False,62,High,Cleaned and Validated
fdbk100441,cust101405,2024-12-25,Thousand likely movement hear security minute happen.,5,App_Usability,True,53,High,Cleaned and Validated
fdbk100442,cust109896,2022-12-28,Himself economy nor successful present happy my three painting.,5,Transaction,True,63,High,Cleaned and Validated
fdbk100443,cust109719,2024-12-17,Method challenge each let interest within program unit.,4,Other,True,55,High,Cleaned and Validated
fdbk100444,cust107889,2024-02-23,New important write economy home pay your recent idea those focus.,3,App_Usability,True,66,Medium,Cleaned and Validated
fdbk100445,cust104270,2024-11-29,Claim with might trial sea.,4,Transaction,True,27,High,Cleaned and Validated
fdbk100446,cust106946,2025-05-21,Scene small model right machine.,4,Other,False,32,High,Cleaned and Validated
fdbk100447,cust100392,2023-12-27,Task even economic he war back push.,2,Transaction,True,36,Low,Cleaned and Validated
fdbk100448,cust106668,2025-03-23,Hotel former modern ok new blue soldier must peace.,4,App_Usability,True,51,High,Cleaned and Validated
fdbk100449,cust103546,2022-11-23,Structure ability fish pay.,3,Transaction,True,27,Medium,Cleaned and Validated
fdbk100450,cust101346,2025-07-16,Authority give work partner finally upon future.,3,Transaction,True,48,Medium,Cleaned and Validated
fdbk100451,cust108896,2024-06-28,Where many wrong once imagine available reveal control up arrive girl.,3,Transaction,True,70,Medium,Cleaned and Validated
fdbk100452,cust108914,2023-03-09,History interest wife middle drug wall.,2,Fraud,False,39,Low,Cleaned and Validated
fdbk100453,cust106115,2024-01-09,Agree stock say until sound often sound.,3,App_Usability,True,40,Medium,Cleaned and Validated
fdbk100454,cust106828,2024-05-14,Write laugh tough resource system assume charge third this poor.,5,App_Usability,True,64,High,Cleaned and Validated
fdbk100455,cust101622,2024-09-04,Total improve hot black remain soon but.,4,Transaction,True,40,High,Cleaned and Validated
fdbk100456,cust106900,2024-04-22,Among especially suddenly her stay hospital assume issue dark them.,3,Fraud,True,67,Medium,Cleaned and Validated
fdbk100457,cust104831,2025-07-14,Add recent cup school close.,2,Transaction,True,28,Low,Cleaned and Validated
fdbk100458,cust105793,2022-12-18,Recognize consumer more how dog.,4,Other,True,32,High,Cleaned and Validated
fdbk100459,cust102888,2024-09-03,Drop guy long can form establish entire painting.,5,Transaction,True,49,High,Cleaned and Validated
fdbk100460,cust106272,2025-04-19,Most rock necessary wife artist quickly not visit.,1,Transaction,True,50,Low,Cleaned and Validated
fdbk100461,cust105046,2024-06-05,Make summer project unit wrong.,4,Other,True,31,High,Cleaned and Validated
fdbk100462,cust108057,2025-04-04,Agreement window worker century big wind although begin law.,4,Transaction,True,60,High,Cleaned and Validated
fdbk100463,cust108737,2022-12-15,Process customer other evening tell.,5,Fraud,True,36,High,Cleaned and Validated
fdbk100464,cust107781,2025-07-23,College return majority whole population Congress resource reality.,1,Transaction,True,67,Low,Cleaned and Validated
fdbk100465,cust108345,2025-04-04,During skin show pretty focus building again because business.,2,App_Usability,True,62,Low,Cleaned and Validated
fdbk100466,cust103241,2025-06-12,Bar difficult however system do style.,5,Transaction,True,38,High,Cleaned and Validated
fdbk100467,cust100264,2025-06-22,Shake total head hold chance.,4,Transaction,True,29,High,Cleaned and Validated
fdbk100468,cust109456,2025-06-15,Attention animal piece third heart.,4,Fraud,True,35,High,Cleaned and Validated
fdbk100469,cust101871,2025-06-16,Relate suggest according reveal year.,3,Transaction,True,37,Medium,Cleaned and Validated
fdbk100470,cust109710,2023-10-02,Quickly class wall material data.,3,Transaction,True,33,Medium,Cleaned and Validated
fdbk100471,cust104114,2023-05-05,Rock church who theory law pressure site.,3,Transaction,True,41,Medium,Cleaned and Validated
fdbk100472,cust108843,2024-05-21,Model structure occur act north nice.,1,Transaction,True,37,Low,Cleaned and Validated
fdbk100473,cust101222,2022-08-18,Work matter our two suffer born because million whole.,1,Other,True,54,Low,Cleaned and Validated
fdbk100474,cust108497,2023-11-06,Style culture time carry person continue.,4,Transaction,True,41,High,Cleaned and Validated
fdbk100475,cust101216,2022-01-09,Message green drive off leave rate onto time two.,3,Fraud,False,49,Medium,Cleaned and Validated
fdbk100476,cust108019,2023-12-18,Law bar defense share ten address.,4,Transaction,True,34,High,Cleaned and Validated
fdbk100477,cust109978,2023-04-11,Reflect list wife participant pull finally day past.,3,Other,True,52,Medium,Cleaned and Validated
fdbk100478,cust106313,2024-02-16,Final so firm yourself personal design matter over positive late.,5,Transaction,True,65,High,Cleaned and Validated
fdbk100479,cust108071,2023-04-02,Realize decision four administration operation baby age.,2,Transaction,True,56,Low,Cleaned and Validated
fdbk100480,cust103987,2024-02-29,Edge management cost feeling eat kind stage.,3,Transaction,True,44,Medium,Cleaned and Validated
fdbk100481,cust101412,2022-10-06,Despite tend everybody popular feeling.,5,Fraud,True,39,High,Cleaned and Validated
fdbk100482,cust101440,2023-10-14,Protect even scientist future effect painting whose arrive.,4,Fraud,True,59,High,Cleaned and Validated
fdbk100483,cust107950,2024-08-26,Lose who hour black answer.,3,Other,True,27,Medium,Cleaned and Validated
fdbk100484,cust104703,2024-12-16,Memory half wait some surface picture discussion other seven.,4,App_Usability,True,61,High,Cleaned and Validated
fdbk100485,cust107265,2021-08-19,Agent many sell end represent compare identify court.,5,Other,True,53,High,Cleaned and Validated
fdbk100486,cust103912,2025-02-22,Important home American ball bad.,3,Transaction,True,33,Medium,Cleaned and Validated
fdbk100487,cust109903,2024-04-04,Forward statement structure inside trouble set.,2,Fraud,True,47,Low,Cleaned and Validated
fdbk100488,cust106444,2023-01-29,Team lose forget TV enjoy him continue choose.,4,Other,True,46,High,Cleaned and Validated
fdbk100489,cust108676,2024-08-11,Alone wait end happen debate.,4,Transaction,True,29,High,Cleaned and Validated
fdbk100490,cust100423,2023-09-08,Way when often pull answer player others half wall forward.,4,Transaction,True,59,High,Cleaned and Validated
fdbk100491,cust107546,2024-01-19,Still beautiful try life energy mouth.,5,Transaction,True,38,High,Cleaned and Validated
fdbk100492,cust106502,2025-05-05,Fund success attack special this late under out follow product.,4,Transaction,True,63,High,Cleaned and Validated
fdbk100493,cust107621,2025-04-13,Second structure daughter join position later.,5,Transaction,True,46,High,Cleaned and Validated
fdbk100494,cust100866,2025-05-04,Well company money since city window near let.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk100495,cust108503,2025-01-30,Scene box still under necessary rich mind bag interview apply.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk100496,cust108947,2025-02-07,Various push character impact three election right standard weight protect.,4,Other,True,75,High,Cleaned and Validated
fdbk100497,cust100905,2025-06-06,Gun up commercial situation according house without address Democrat.,5,Fraud,False,69,High,Cleaned and Validated
fdbk100498,cust105970,2024-02-24,Spend level right across chair class away know military development.,4,Fraud,False,68,High,Cleaned and Validated
fdbk100499,cust101206,2022-11-16,Of toward now road size tree late.,4,Transaction,True,34,High,Cleaned and Validated
fdbk100500,cust100057,2024-04-02,Stand left rise likely ball.,5,App_Usability,True,28,High,Cleaned and Validated
fdbk100501,cust102536,2025-05-23,Pick cell here race ball challenge staff race.,1,Transaction,True,46,Low,Cleaned and Validated
fdbk100502,cust106934,2023-02-11,Church several event loss stand middle floor benefit.,5,Fraud,True,53,High,Cleaned and Validated
fdbk100503,cust103433,2024-11-30,Like experience at pull avoid.,5,Transaction,True,30,High,Cleaned and Validated
fdbk100504,cust107568,2025-05-31,Use man hit view senior line yourself.,4,Other,True,38,High,Cleaned and Validated
fdbk100505,cust105920,2024-01-02,Yard floor phone source deal type in surface.,3,Other,True,45,Medium,Cleaned and Validated
fdbk100506,cust102039,2025-04-25,Left yet long carry writer card institution laugh ball whole.,2,Other,True,61,Low,Cleaned and Validated
fdbk100507,cust100678,2025-06-17,Nation test before approach little such artist eight college.,5,Transaction,True,61,High,Cleaned and Validated
fdbk100508,cust106101,2024-02-11,Economy issue represent this pass wind yeah wrong pay least national.,4,Other,False,69,High,Cleaned and Validated
fdbk100509,cust106858,2024-01-04,Rather always pretty friend language factor.,4,Transaction,True,44,High,Cleaned and Validated
fdbk100510,cust103060,2024-08-08,Hotel far area final effect friend reduce simply edge.,1,Transaction,True,54,Low,Cleaned and Validated
fdbk100511,cust105204,2023-11-16,None population better meeting vote contain cell happy too western receive.,4,Transaction,True,75,High,Cleaned and Validated
fdbk100512,cust102337,2024-09-13,Natural final country bad catch series about under.,4,Fraud,False,51,High,Cleaned and Validated
fdbk100513,cust105235,2024-09-23,Organization protect act measure although expert rich agent window also could.,5,App_Usability,True,78,High,Cleaned and Validated
fdbk100514,cust106779,2024-06-08,Job stand fine military leg officer attack fund situation.,4,App_Usability,False,58,High,Cleaned and Validated
fdbk100515,cust106142,2024-05-07,West energy worry compare accept order sometimes.,2,App_Usability,True,49,Low,Cleaned and Validated
fdbk100516,cust103732,2022-02-27,National newspaper as tree trade development hit or soon sort.,5,Fraud,True,62,High,Cleaned and Validated
fdbk100517,cust105901,2025-07-31,Pattern probably number goal agent action brother probably.,5,App_Usability,True,59,High,Cleaned and Validated
fdbk100518,cust109999,2023-10-11,Ahead early finally along choice investment discussion several thank.,5,Fraud,True,69,High,Cleaned and Validated
fdbk100519,cust100473,2023-02-27,Month western write may standard sport effort.,5,Transaction,True,46,High,Cleaned and Validated
fdbk100520,cust109033,2025-01-25,Never level approach would mention growth small reality.,5,Other,True,56,High,Cleaned and Validated
fdbk100521,cust107987,2025-06-30,Education speech write alone American finish stage add.,2,App_Usability,True,55,Low,Cleaned and Validated
fdbk100522,cust103076,2024-04-02,Peace one popular next issue particular three staff leader head.,4,Transaction,True,64,High,Cleaned and Validated
fdbk100523,cust104956,2025-07-12,Identify friend discuss late successful group.,5,Transaction,True,46,High,Cleaned and Validated
fdbk100524,cust105644,2021-09-16,Word military upon know item.,1,Other,True,29,Low,Cleaned and Validated
fdbk100525,cust101807,2023-01-09,Your to throughout picture policy none very just that.,3,App_Usability,True,54,Medium,Cleaned and Validated
fdbk100526,cust104765,2023-05-20,Medical religious who crime third discussion money image recent.,5,Fraud,True,64,High,Cleaned and Validated
fdbk100527,cust103060,2024-01-12,Almost check cold skin example window.,1,Transaction,True,38,Low,Cleaned and Validated
fdbk100528,cust104049,2023-06-22,Else station way win wonder leader couple event.,1,Transaction,True,48,Low,Cleaned and Validated
fdbk100529,cust101706,2024-11-02,Development state west interview explain citizen member nearly.,4,Transaction,True,63,High,Cleaned and Validated
fdbk100530,cust106184,2025-02-11,Republican whatever bed professional practice prove big eight easy.,3,Fraud,False,67,Medium,Cleaned and Validated
fdbk100531,cust108375,2025-05-01,Live listen although movement peace shake which person bag list.,4,Transaction,True,64,High,Cleaned and Validated
fdbk100532,cust103919,2024-12-03,Cup walk fight need build force individual wind.,4,Transaction,True,48,High,Cleaned and Validated
fdbk100533,cust105169,2024-10-24,Recent ready develop thank up soon but expect trip.,3,Transaction,True,51,Medium,Cleaned and Validated
fdbk100534,cust104578,2024-12-20,Region she everybody expert travel blue pattern.,4,Transaction,True,48,High,Cleaned and Validated
fdbk100535,cust100428,2021-07-24,West by authority government each career check Congress.,2,Other,False,56,Low,Cleaned and Validated
fdbk100536,cust104152,2025-07-16,Four memory rich involve address couple piece arrive money bag.,5,Other,True,63,High,Cleaned and Validated
fdbk100537,cust107463,2021-05-14,Thank too authority discuss now whom.,3,Transaction,True,37,Medium,Cleaned and Validated
fdbk100538,cust108584,2025-05-05,Reach mother us west face car city.,3,Other,True,35,Medium,Cleaned and Validated
fdbk100539,cust106464,2025-05-22,Serve instead collection else point dark week cause film firm.,4,Fraud,True,62,High,Cleaned and Validated
fdbk100540,cust102962,2025-06-07,Investment should almost always recent system establish.,5,Transaction,True,56,High,Cleaned and Validated
fdbk100541,cust108821,2023-08-29,Amount soon author various.,5,Transaction,True,27,High,Cleaned and Validated
fdbk100542,cust105331,2023-09-13,Listen some recently watch.,3,Transaction,True,27,Medium,Cleaned and Validated
fdbk100543,cust100810,2022-09-09,Election second morning close their forget energy discussion.,5,App_Usability,True,61,High,Cleaned and Validated
fdbk100544,cust105096,2024-09-09,Reflect per strategy account economic rich partner fish southern alone.,1,Transaction,False,71,Low,Cleaned and Validated
fdbk100545,cust105641,2024-09-02,Research kind if surface detail approach money thousand such.,5,Other,True,61,High,Cleaned and Validated
fdbk100546,cust108389,2025-01-11,Sport herself fill minute case recently subject begin account support.,3,Transaction,True,70,Medium,Cleaned and Validated
fdbk100547,cust104061,2021-05-13,Environment reach five move eye control.,3,Other,False,40,Medium,Cleaned and Validated
fdbk100548,cust105383,2025-07-09,Ability environmental interesting why article require know financial recognize.,5,Transaction,True,79,High,Cleaned and Validated
fdbk100549,cust105233,2022-02-05,Certainly service surface create kid north.,3,Transaction,True,43,Medium,Cleaned and Validated
fdbk100550,cust103866,2024-10-05,Stock true all field light example poor set production attorney.,4,App_Usability,True,64,High,Cleaned and Validated
fdbk100551,cust108184,2023-05-14,Since amount money help trial card.,5,Other,True,35,High,Cleaned and Validated
fdbk100552,cust104774,2023-09-27,Number can social couple.,2,Transaction,True,25,Low,Cleaned and Validated
fdbk100553,cust103248,2025-03-21,Assume organization fight set close somebody bad with nor.,3,Transaction,True,58,Medium,Cleaned and Validated
fdbk100554,cust103935,2021-10-25,Beautiful action drive approach case coach.,1,Transaction,True,43,Low,Cleaned and Validated
fdbk100555,cust104009,2024-04-24,And partner which technology size challenge technology service.,5,Transaction,True,63,High,Cleaned and Validated
fdbk100556,cust108001,2025-04-24,Own imagine deep future phone structure check.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk100557,cust104854,2021-10-20,Big computer property hospital discover marriage son.,4,Transaction,True,53,High,Cleaned and Validated
fdbk100558,cust100202,2024-02-18,Upon worker much collection no Congress.,5,App_Usability,True,40,High,Cleaned and Validated
fdbk100559,cust109102,2025-07-09,Remain cell return military level parent.,1,App_Usability,True,41,Low,Cleaned and Validated
fdbk100560,cust100188,2025-05-27,Single long product wide speak.,5,App_Usability,True,31,High,Cleaned and Validated
fdbk100561,cust106949,2024-08-19,Maybe hospital set simple interest increase financial lay voice their.,3,Transaction,True,70,Medium,Cleaned and Validated
fdbk100562,cust106165,2023-05-01,Such make whatever president learn.,3,Transaction,True,35,Medium,Cleaned and Validated
fdbk100563,cust106427,2025-07-10,Lead face fact early customer.,4,Transaction,True,30,High,Cleaned and Validated
fdbk100564,cust101410,2024-06-27,Theory character record interest determine kitchen you compare push different.,5,Transaction,True,78,High,Cleaned and Validated
fdbk100565,cust106560,2024-03-09,Specific third scientist although quite soldier practice chair.,4,Fraud,True,63,High,Cleaned and Validated
fdbk100566,cust102517,2023-01-10,With grow how poor instead here order end brother.,5,Transaction,True,50,High,Cleaned and Validated
fdbk100567,cust100253,2024-04-06,Indicate but other identify simple run claim.,2,Transaction,True,45,Low,Cleaned and Validated
fdbk100568,cust109653,2023-07-19,Level party or its trip step budget arrive able write.,5,App_Usability,True,54,High,Cleaned and Validated
fdbk100569,cust105538,2024-08-19,Here believe production everything management news decade western begin we.,3,App_Usability,True,75,Medium,Cleaned and Validated
fdbk100570,cust107753,2025-06-28,Change see both house simply table.,5,Fraud,True,35,High,Cleaned and Validated
fdbk100571,cust109637,2021-02-03,Behavior can reality avoid factor boy important step.,1,Transaction,True,53,Low,Cleaned and Validated
fdbk100572,cust105848,2023-06-26,Final nice article strategy civil member.,3,Transaction,False,41,Medium,Cleaned and Validated
fdbk100573,cust108228,2025-07-02,Mother turn series open believe look message shake.,4,Fraud,True,51,High,Cleaned and Validated
fdbk100574,cust109791,2024-07-01,House speech her though cost human than under.,4,Transaction,True,46,High,Cleaned and Validated
fdbk100575,cust104413,2022-11-11,Drive nor not read leader TV least floor.,2,Transaction,True,41,Low,Cleaned and Validated
fdbk100576,cust109265,2024-12-21,Upon whatever military people expert cost economy receive.,5,Transaction,True,58,High,Cleaned and Validated
fdbk100577,cust108101,2025-05-05,Soon clearly health choose his be represent yourself.,5,Other,True,53,High,Cleaned and Validated
fdbk100578,cust103346,2025-07-01,Point learn charge us system painting from activity run training case.,3,Other,True,70,Medium,Cleaned and Validated
fdbk100579,cust104414,2022-12-24,Close several thank discover position girl fear law.,5,Transaction,True,52,High,Cleaned and Validated
fdbk100580,cust106037,2022-12-22,Result treat protect change apply side small.,4,Transaction,True,45,High,Cleaned and Validated
fdbk100581,cust106902,2023-05-03,Within design as TV game hope three throw author.,5,Transaction,True,49,High,Cleaned and Validated
fdbk100582,cust109828,2025-07-26,Writer either write well occur issue old end general become.,5,Transaction,True,60,High,Cleaned and Validated
fdbk100583,cust108961,2025-04-26,Anything visit off operation enough.,5,Transaction,True,36,High,Cleaned and Validated
fdbk100584,cust104341,2024-07-30,Tonight finish could current key north.,4,Transaction,True,39,High,Cleaned and Validated
fdbk100585,cust104053,2023-07-26,My white PM fine but.,4,Transaction,True,21,High,Cleaned and Validated
fdbk100586,cust102930,2025-04-27,Find soon college suggest foot explain.,5,Other,True,39,High,Cleaned and Validated
fdbk100587,cust107465,2021-07-12,Often treatment get door like relate central concern effort statement.,4,Other,True,70,High,Cleaned and Validated
fdbk100588,cust100806,2024-02-20,Interesting reach girl study tend enjoy detail.,2,Other,True,47,Low,Cleaned and Validated
fdbk100589,cust109317,2025-04-02,Idea pattern with where suddenly clearly bit course news charge.,5,Other,False,64,High,Cleaned and Validated
fdbk100590,cust102010,2024-04-15,Already newspaper you turn compare majority attorney.,2,Fraud,True,53,Low,Cleaned and Validated
fdbk100591,cust105150,2023-04-25,First investment behind professional wall send where easy.,5,Fraud,True,58,High,Cleaned and Validated
fdbk100592,cust106620,2023-04-21,Bring material tax imagine bank sea.,5,Transaction,False,36,High,Cleaned and Validated
fdbk100593,cust101422,2024-03-24,Hope among trouble country option step there increase laugh far.,5,Transaction,True,64,High,Cleaned and Validated
fdbk100594,cust108821,2023-11-04,Our TV far government phone citizen.,3,Other,True,36,Medium,Cleaned and Validated
fdbk100595,cust106784,2025-07-07,Company subject trade teach guy majority future year lawyer score.,5,Fraud,False,66,High,Cleaned and Validated
fdbk100596,cust109948,2023-05-27,Receive low choice avoid hope eight experience very modern scientist.,5,Transaction,True,69,High,Cleaned and Validated
fdbk100597,cust108597,2025-07-01,Record level scene season food individual family.,1,Fraud,True,49,Low,Cleaned and Validated
fdbk100598,cust106582,2024-05-30,Attention north north form manager always action.,2,Transaction,True,49,Low,Cleaned and Validated
fdbk100599,cust107973,2025-01-30,Hair person happy American most rise.,5,Fraud,True,37,High,Cleaned and Validated
fdbk100600,cust106192,2025-06-19,Continue think although out peace.,2,App_Usability,True,34,Low,Cleaned and Validated
fdbk100601,cust105247,2023-08-19,Scientist already type teacher until coach.,1,Transaction,True,43,Low,Cleaned and Validated
fdbk100602,cust109768,2025-07-30,Color subject act authority be condition.,4,Transaction,True,41,High,Cleaned and Validated
fdbk100603,cust101891,2025-02-14,Body oil lead carry never case southern.,4,Other,False,40,High,Cleaned and Validated
fdbk100604,cust102120,2023-05-22,National position necessary black he.,4,Other,True,37,High,Cleaned and Validated
fdbk100605,cust105144,2023-05-12,Fish score type attack her over list training.,3,Transaction,True,46,Medium,Cleaned and Validated
fdbk100606,cust102543,2025-07-09,History whole century agreement support threat let apply camera lot.,4,Transaction,True,68,High,Cleaned and Validated
fdbk100607,cust107360,2022-05-06,Chair the man kind quality leg.,4,Other,True,31,High,Cleaned and Validated
fdbk100608,cust100791,2024-09-25,Possible history old picture see decide since range pressure.,5,Transaction,True,61,High,Cleaned and Validated
fdbk100609,cust106645,2023-12-05,Follow couple nature able I.,5,Transaction,True,28,High,Cleaned and Validated
fdbk100610,cust103264,2024-03-20,Against cost system eye chair full writer remain yeah simply.,4,Fraud,True,61,High,Cleaned and Validated
fdbk100611,cust103756,2024-02-25,Bill brother heart organization hair number speech rise.,3,App_Usability,True,56,Medium,Cleaned and Validated
fdbk100612,cust102152,2025-07-20,According third stuff player technology.,5,Other,True,40,High,Cleaned and Validated
fdbk100613,cust100315,2021-02-01,Bar itself wide of during deep it away.,5,Transaction,True,39,High,Cleaned and Validated
fdbk100614,cust101025,2024-02-26,Tonight cut last level notice could offer performance to.,4,Transaction,True,57,High,Cleaned and Validated
fdbk100615,cust102754,2021-07-23,Degree research often inside purpose high.,3,Fraud,True,42,Medium,Cleaned and Validated
fdbk100616,cust105264,2024-05-25,Hotel president order news sport job camera music health.,5,App_Usability,True,57,High,Cleaned and Validated
fdbk100617,cust109033,2025-04-01,Her second fish culture nothing film several turn clear.,4,App_Usability,True,56,High,Cleaned and Validated
fdbk100618,cust101201,2025-04-29,Us time allow more listen raise determine threat create name.,5,Fraud,True,61,High,Cleaned and Validated
fdbk100619,cust107669,2024-02-17,Security officer join enjoy investment nothing police.,3,Transaction,True,54,Medium,Cleaned and Validated
fdbk100620,cust109500,2025-07-04,Believe or street get view officer newspaper provide.,4,Transaction,True,53,High,Cleaned and Validated
fdbk100621,cust102032,2023-03-12,Certain occur other around be some somebody.,3,Fraud,True,44,Medium,Cleaned and Validated
fdbk100622,cust109166,2023-02-14,Pick throughout let per week.,3,Transaction,True,29,Medium,Cleaned and Validated
fdbk100623,cust108235,2025-01-12,Culture peace Congress return let happy.,1,Other,True,40,Low,Cleaned and Validated
