alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks,resolution_time_days,cleaning_status
alert196616,txn10096616,Suspicious_Login,,True,,Know simple player tell I catch.,,Cleaned and Validated
alert172981,txn10072981,Unusual_Time,,True,,History identify town prove subject.,,Cleaned and Validated
alert120371,txn10020371,Frequent_Failure,,False,,Physical actually staff first.,,Cleaned and Validated
alert131496,txn10031496,Unusual_Time,,True,,Possible large peace second as its.,,Cleaned and Validated
alert101333,txn10001333,Unusual_Amount,,True,,Song back someone training.,,Cleaned and Validated
alert110062,txn10010062,Frequent_Failure,,True,,Daughter more interesting red politics painting.,,Cleaned and Validated
alert143461,txn10043461,Suspicious_Login,,False,,Discover yourself up professor.,,Cleaned and Validated
alert117053,txn10017053,Suspicious_Login,2025-11-04 19:44:30,True,2025-11-04 19:44:30,Which method thing will capital in.,0.0,Cleaned and Validated
alert193576,txn10093576,Unusual_Amount,,True,,Mr our leader into significant agency because region.,,Cleaned and Validated
alert160124,txn10060124,Unusual_Time,2025-11-04 04:43:54,True,2025-11-04 04:43:54,Time apply reduce east top.,0.0,Cleaned and Validated
alert192638,txn10092638,Suspicious_Login,,False,,Say run staff baby positive have.,,Cleaned and Validated
alert127696,txn10027696,Frequent_Failure,,True,,Or peace political.,,Cleaned and Validated
alert177495,txn10077495,Unusual_Time,,True,,Tough sense fire bed book.,,Cleaned and Validated
alert126702,txn10026702,Suspicious_Login,,True,,End by hand degree prevent someone.,,Cleaned and Validated
alert172099,txn10072099,Frequent_Failure,2025-11-04 23:19:54,True,2025-11-04 23:19:54,Police I everything.,0.0,Cleaned and Validated
alert104112,txn10004112,Unusual_Amount,,True,,Yet left relate note phone.,,Cleaned and Validated
alert158249,txn10058249,Suspicious_Login,2025-11-04 22:52:12,True,2025-11-04 22:52:12,College type kitchen concern recent cause.,0.0,Cleaned and Validated
alert102752,txn10002752,Unusual_Time,,True,,Wear treatment mother those another stage.,,Cleaned and Validated
alert150996,txn10050996,Unusual_Amount,,True,,Realize order another development woman toward.,,Cleaned and Validated
alert160811,txn10060811,Unusual_Amount,2025-11-04 11:16:24,True,2025-11-04 11:16:24,Future town natural.,0.0,Cleaned and Validated
alert181678,txn10081678,Unusual_Amount,,True,,Central set however himself.,,Cleaned and Validated
alert171400,txn10071400,Unusual_Amount,2025-11-04 19:21:00,True,2025-11-04 19:21:00,Quickly who cut forward light.,0.0,Cleaned and Validated
alert104856,txn10004856,Unusual_Amount,,False,,Grow long seven last glass.,,Cleaned and Validated
alert191068,txn10091068,Unusual_Amount,2025-11-04 01:50:12,True,2025-11-04 01:50:12,Whole camera employee drive.,0.0,Cleaned and Validated
alert161108,txn10061108,Unusual_Amount,2025-11-04 01:27:12,True,2025-11-04 01:27:12,Everything order either movie claim.,0.0,Cleaned and Validated
alert159052,txn10059052,Frequent_Failure,,True,,Road agree former without.,,Cleaned and Validated
alert185971,txn10085971,Unusual_Amount,2025-11-04 18:32:24,True,2025-11-04 18:32:24,Letter four war.,0.0,Cleaned and Validated
alert175136,txn10075136,Unusual_Time,2025-11-04 01:33:24,True,2025-11-04 01:33:24,Market hard since story make manager star instead.,0.0,Cleaned and Validated
alert178861,txn10078861,Frequent_Failure,,True,,Sense special prepare surface trouble.,,Cleaned and Validated
alert182318,txn10082318,Unusual_Time,2025-11-04 02:58:36,True,2025-11-04 02:58:36,Probably simple relate minute reflect how.,0.0,Cleaned and Validated
alert145828,txn10045828,Frequent_Failure,,True,2025-11-04 06:42:06,Difference three seven run card.,,Cleaned and Validated
alert192701,txn10092701,Unusual_Time,2025-11-04 19:18:24,True,2025-11-04 19:18:24,Close however could scene side industry.,0.0,Cleaned and Validated
alert165729,txn10065729,Frequent_Failure,,True,,Or name those sport.,,Cleaned and Validated
alert174265,txn10074265,Unusual_Amount,2025-11-04 01:47:06,True,2025-11-04 01:47:06,Student report professional former hotel.,0.0,Cleaned and Validated
alert184353,txn10084353,Frequent_Failure,2025-11-04 06:41:54,True,2025-11-04 06:41:54,Yeah interesting idea interesting body right forget.,0.0,Cleaned and Validated
alert152502,txn10052502,Unusual_Amount,2025-11-04 05:47:48,True,2025-11-04 05:47:48,Sport natural book federal step section.,0.0,Cleaned and Validated
alert185519,txn10085519,Unusual_Time,2025-11-04 19:09:42,True,2025-11-04 19:09:42,Identify magazine low military recognize.,0.0,Cleaned and Validated
alert108043,txn10008043,Unusual_Amount,,True,,Not all board.,,Cleaned and Validated
alert162432,txn10062432,Suspicious_Login,,True,,Industry strong officer sit.,,Cleaned and Validated
alert155281,txn10055281,Unusual_Time,2025-11-04 04:45:30,True,2025-11-04 04:45:30,Old new pick heart.,0.0,Cleaned and Validated
alert134053,txn10034053,Frequent_Failure,,True,,Painting foot there time leg reveal within assume.,,Cleaned and Validated
alert172038,txn10072038,Unusual_Amount,,True,,Door hit strategy story month.,,Cleaned and Validated
alert188869,txn10088869,Unusual_Time,,False,,War study experience likely way alone think.,,Cleaned and Validated
alert191331,txn10091331,Suspicious_Login,,True,,Commercial debate social girl.,,Cleaned and Validated
alert114127,txn10014127,Unusual_Time,2025-11-04 16:21:18,True,2025-11-04 16:21:18,Each interview lose land day degree science.,0.0,Cleaned and Validated
alert195977,txn10095977,Unusual_Amount,,True,,Cover believe tonight talk star onto phone doctor.,,Cleaned and Validated
alert100773,txn10000773,Suspicious_Login,,True,,Kid night car trouble role public tonight.,,Cleaned and Validated
alert160177,txn10060177,Suspicious_Login,,True,,Important early tend tell involve.,,Cleaned and Validated
alert175291,txn10075291,Suspicious_Login,2025-11-04 03:35:36,True,2025-11-04 03:35:36,Citizen hotel part.,0.0,Cleaned and Validated
alert193036,txn10093036,Frequent_Failure,,True,,Protect up brother.,,Cleaned and Validated
alert191184,txn10091184,Unusual_Amount,,True,,Key cultural book.,,Cleaned and Validated
alert148782,txn10048782,Unusual_Time,,True,,Nothing all mind sea no.,,Cleaned and Validated
alert138702,txn10038702,Unusual_Amount,,False,,Visit employee nor how gun eye view power.,,Cleaned and Validated
alert106973,txn10006973,Frequent_Failure,2025-11-04 09:34:24,True,2025-11-04 09:34:24,Participant eye serious street enjoy and customer.,0.0,Cleaned and Validated
alert142295,txn10042295,Frequent_Failure,,True,,Occur hold husband picture least though only.,,Cleaned and Validated
alert194680,txn10094680,Suspicious_Login,,True,,Church attorney matter foreign.,,Cleaned and Validated
alert180307,txn10080307,Unusual_Time,,True,,Possible result stage break structure beautiful at.,,Cleaned and Validated
alert110252,txn10010252,Suspicious_Login,2025-11-04 03:18:24,True,2025-11-04 03:18:24,Hair money speak agreement better to.,0.0,Cleaned and Validated
alert176556,txn10076556,Suspicious_Login,,False,,Cause care administration computer special.,,Cleaned and Validated
alert155951,txn10055951,Frequent_Failure,,True,,View yard color help tend degree.,,Cleaned and Validated
alert173176,txn10073176,Suspicious_Login,,True,2025-11-04 06:42:06,Car particular create blood entire probably.,,Cleaned and Validated
alert104255,txn10004255,Unusual_Time,,True,,Technology live let none.,,Cleaned and Validated
alert144666,txn10044666,Suspicious_Login,,True,,The design class allow write.,,Cleaned and Validated
alert114757,txn10014757,Suspicious_Login,2025-11-04 14:27:18,False,,Season name interest before lawyer assume.,,Cleaned and Validated
alert196297,txn10096297,Unusual_Amount,2025-11-04 15:31:00,True,2025-11-04 15:31:00,Role whether direction yourself reason.,0.0,Cleaned and Validated
alert168680,txn10068680,Unusual_Amount,2025-11-04 22:23:54,True,2025-11-04 22:23:54,Respond head economic teacher.,0.0,Cleaned and Validated
alert167791,txn10067791,Unusual_Amount,,True,,Physical kid whole old fall make.,,Cleaned and Validated
alert142646,txn10042646,Suspicious_Login,,True,,My over your dog democratic executive.,,Cleaned and Validated
alert149387,txn10049387,Frequent_Failure,2025-11-04 19:11:18,False,,Hour side resource want some consumer capital.,,Cleaned and Validated
alert173515,txn10073515,Unusual_Time,2025-11-04 11:11:48,True,2025-11-04 11:11:48,Lay teacher sign pressure responsibility throughout.,0.0,Cleaned and Validated
alert158876,txn10058876,Suspicious_Login,,False,,Speech traditional because sometimes war rate budget program.,,Cleaned and Validated
alert102374,txn10002374,Suspicious_Login,,True,,Cultural while war direction join either.,,Cleaned and Validated
alert172855,txn10072855,Frequent_Failure,2025-11-04 01:26:18,True,2025-11-04 06:42:06,Upon fact late I couple.,0.0,Cleaned and Validated
alert163887,txn10063887,Unusual_Time,,True,,Beautiful film community once husband majority.,,Cleaned and Validated
alert186120,txn10086120,Suspicious_Login,2025-11-04 13:01:48,True,2025-11-04 13:01:48,Approach sport collection senior.,0.0,Cleaned and Validated
alert188855,txn10088855,Unusual_Amount,2025-11-04 16:48:42,True,2025-11-04 16:48:42,Month city color discover community.,0.0,Cleaned and Validated
alert126472,txn10026472,Suspicious_Login,,True,,Sell lay half particular.,,Cleaned and Validated
alert185338,txn10085338,Unusual_Amount,,True,,Great customer away want while cup.,,Cleaned and Validated
alert176018,txn10076018,Unusual_Time,2025-11-04 15:27:36,True,2025-11-04 15:27:36,Serious dream operation force serve guess share.,0.0,Cleaned and Validated
alert123633,txn10023633,Frequent_Failure,,True,,Off knowledge live security top bag.,,Cleaned and Validated
alert180556,txn10080556,Suspicious_Login,2025-11-04 05:25:00,True,2025-11-04 05:25:00,Laugh serious nature health.,0.0,Cleaned and Validated
alert150107,txn10050107,Suspicious_Login,,True,,South on play whatever civil.,,Cleaned and Validated
alert141667,txn10041667,Frequent_Failure,2025-11-04 07:55:30,True,2025-11-04 07:55:30,Nice your voice drive can institution three leg.,0.0,Cleaned and Validated
alert128779,txn10028779,Frequent_Failure,,True,,Cause entire act century claim that.,,Cleaned and Validated
alert105960,txn10005960,Frequent_Failure,,True,,Each standard staff myself significant.,,Cleaned and Validated
alert160283,txn10060283,Unusual_Amount,,True,,Successful public change expect need spring.,,Cleaned and Validated
alert190096,txn10090096,Unusual_Time,2025-11-04 07:16:12,True,2025-11-04 07:16:12,Itself green student unit.,0.0,Cleaned and Validated
alert174844,txn10074844,Unusual_Amount,,True,,Mother strong memory no be born.,,Cleaned and Validated
alert198958,txn10098958,Frequent_Failure,,True,,Woman family poor deep country color its.,,Cleaned and Validated
alert149258,txn10049258,Unusual_Time,,True,,Class far my maybe.,,Cleaned and Validated
alert150014,txn10050014,Frequent_Failure,2025-11-04 16:23:30,True,2025-11-04 16:23:30,Feel fine dinner simply point soldier drop.,0.0,Cleaned and Validated
alert135705,txn10035705,Unusual_Time,,True,,Method fall today real item off page kind.,,Cleaned and Validated
alert103344,txn10003344,Frequent_Failure,,True,,Range source store site education enough drug.,,Cleaned and Validated
alert138071,txn10038071,Unusual_Time,2025-11-04 04:01:54,True,2025-11-04 04:01:54,Game season me property.,0.0,Cleaned and Validated
alert116753,txn10016753,Suspicious_Login,2025-11-04 06:39:12,True,2025-11-04 06:39:12,Least every like political far summer name hospital.,0.0,Cleaned and Validated
alert100052,txn10000052,Suspicious_Login,2025-11-04 00:25:12,False,,Letter support standard glass decide.,,Cleaned and Validated
alert141201,txn10041201,Frequent_Failure,2025-11-04 15:06:12,True,2025-11-04 15:06:12,Close test during down fill development firm.,0.0,Cleaned and Validated
alert197796,txn10097796,Suspicious_Login,2025-11-04 08:18:24,True,2025-11-04 08:18:24,Soldier old whom.,0.0,Cleaned and Validated
alert107228,txn10007228,Suspicious_Login,,True,,Service might my.,,Cleaned and Validated
alert137236,txn10037236,Frequent_Failure,,False,,Speech hot top mother these.,,Cleaned and Validated
alert172607,txn10072607,Suspicious_Login,2025-11-04 14:32:06,True,2025-11-04 14:32:06,Data bring there see officer member allow window.,0.0,Cleaned and Validated
alert149129,txn10049129,Unusual_Time,,True,,Our speak until charge floor.,,Cleaned and Validated
alert156712,txn10056712,Unusual_Time,2025-11-04 21:50:12,True,2025-11-04 21:50:12,Girl during traditional discuss sea environmental want.,0.0,Cleaned and Validated
alert177382,txn10077382,Unusual_Amount,,True,2025-11-04 06:42:06,Save animal white culture.,,Cleaned and Validated
alert109661,txn10009661,Unusual_Amount,2025-11-04 16:06:48,True,2025-11-04 16:06:48,Yes truth piece prevent.,0.0,Cleaned and Validated
alert122767,txn10022767,Unusual_Amount,,True,,Heavy significant trial away pattern.,,Cleaned and Validated
alert107966,txn10007966,Suspicious_Login,,True,,Final poor speak center rate but recognize.,,Cleaned and Validated
alert152425,txn10052425,Unusual_Amount,,False,,Onto political right important strong our make.,,Cleaned and Validated
alert154636,txn10054636,Frequent_Failure,,True,,Forward guess yeah stand eight.,,Cleaned and Validated
alert165851,txn10065851,Frequent_Failure,2025-11-04 17:47:18,True,2025-11-04 17:47:18,Why government crime mention join improve.,0.0,Cleaned and Validated
alert178354,txn10078354,Unusual_Amount,2025-11-04 17:15:30,True,2025-11-04 17:15:30,Show beautiful human let much class both.,0.0,Cleaned and Validated
alert104162,txn10004162,Frequent_Failure,2025-11-04 07:42:18,True,2025-11-04 07:42:18,Culture eat concern for key mean hour.,0.0,Cleaned and Validated
alert194042,txn10094042,Unusual_Time,2025-11-04 19:29:12,True,2025-11-04 19:29:12,Sure major smile from new rest parent.,0.0,Cleaned and Validated
alert171897,txn10071897,Unusual_Time,,True,,Place improve structure.,,Cleaned and Validated
alert175043,txn10075043,Frequent_Failure,,True,,Base might position hundred.,,Cleaned and Validated
alert150962,txn10050962,Frequent_Failure,2025-11-04 17:21:12,False,,Hundred occur quite scene.,,Cleaned and Validated
alert121118,txn10021118,Suspicious_Login,,True,,Not discussion anyone wind assume tell.,,Cleaned and Validated
alert114256,txn10014256,Unusual_Time,,True,,Nation around garden certain.,,Cleaned and Validated
alert126598,txn10026598,Frequent_Failure,,True,,Shake character run president hear rich deal.,,Cleaned and Validated
alert135884,txn10035884,Frequent_Failure,,True,,Piece move pay without.,,Cleaned and Validated
alert178108,txn10078108,Unusual_Amount,,False,,Soldier spring black citizen language worry.,,Cleaned and Validated
alert189115,txn10089115,Unusual_Time,,False,,Others business so letter.,,Cleaned and Validated
alert130211,txn10030211,Unusual_Time,,True,,Prove ability despite protect food fund go.,,Cleaned and Validated
alert120129,txn10020129,Unusual_Amount,,True,,Learn generation reduce one.,,Cleaned and Validated
alert151498,txn10051498,Unusual_Amount,2025-11-04 06:20:42,True,2025-11-04 06:20:42,Girl prepare sort population population person.,0.0,Cleaned and Validated
alert107841,txn10007841,Unusual_Time,,True,,Produce trial among discuss.,,Cleaned and Validated
alert176447,txn10076447,Suspicious_Login,,True,,Often behavior improve that.,,Cleaned and Validated
alert172123,txn10072123,Frequent_Failure,2025-11-04 19:55:36,True,2025-11-04 19:55:36,Like exist bring dog people room.,0.0,Cleaned and Validated
alert162773,txn10062773,Unusual_Time,2025-11-04 05:08:18,True,2025-11-04 05:08:18,Catch season college approach memory.,0.0,Cleaned and Validated
alert114713,txn10014713,Suspicious_Login,,True,,Forget character least toward wait nothing strong.,,Cleaned and Validated
alert151236,txn10051236,Suspicious_Login,,False,,Health ready responsibility they college pretty since.,,Cleaned and Validated
alert133530,txn10033530,Suspicious_Login,2025-11-04 18:55:18,True,2025-11-04 18:55:18,Raise need option do past despite pattern oil.,0.0,Cleaned and Validated
alert140826,txn10040826,Unusual_Amount,,True,,Cover have prevent else.,,Cleaned and Validated
alert162453,txn10062453,Unusual_Time,2025-11-04 02:01:54,True,2025-11-04 02:01:54,Sure parent deal air write free.,0.0,Cleaned and Validated
alert192203,txn10092203,Unusual_Time,2025-11-04 20:05:00,True,2025-11-04 20:05:00,Receive whether even final impact.,0.0,Cleaned and Validated
alert152603,txn10052603,Frequent_Failure,,True,,Long return message never environmental.,,Cleaned and Validated
alert163592,txn10063592,Unusual_Time,,True,,Military character out better class check more.,,Cleaned and Validated
alert131592,txn10031592,Frequent_Failure,,True,,Return century pretty gas my far back affect.,,Cleaned and Validated
alert144759,txn10044759,Frequent_Failure,2025-11-04 15:36:12,False,,Rock interview crime sort.,,Cleaned and Validated
alert129000,txn10029000,Frequent_Failure,2025-11-04 16:10:48,True,2025-11-04 16:10:48,Concern line kind stock beautiful.,0.0,Cleaned and Validated
alert192051,txn10092051,Unusual_Amount,,True,,City security daughter media.,,Cleaned and Validated
alert115741,txn10015741,Unusual_Amount,2025-11-04 17:56:54,True,2025-11-04 17:56:54,Clearly shake environmental suggest even who.,0.0,Cleaned and Validated
alert198285,txn10098285,Unusual_Time,,False,,Republican before industry left per certain.,,Cleaned and Validated
alert134389,txn10034389,Unusual_Time,,True,,Break deep executive safe.,,Cleaned and Validated
alert172682,txn10072682,Unusual_Time,,True,,More measure tree that key.,,Cleaned and Validated
alert121097,txn10021097,Frequent_Failure,,True,,Business edge player box.,,Cleaned and Validated
alert169230,txn10069230,Frequent_Failure,2025-11-04 20:23:42,True,2025-11-04 20:23:42,Now four worry responsibility for break.,0.0,Cleaned and Validated
alert108700,txn10008700,Frequent_Failure,2025-11-04 11:30:06,True,2025-11-04 11:30:06,Statement rise everyone.,0.0,Cleaned and Validated
alert183640,txn10083640,Unusual_Time,,True,,Data evidence yard great.,,Cleaned and Validated
alert129947,txn10029947,Unusual_Amount,,False,,Fast world black figure.,,Cleaned and Validated
alert140442,txn10040442,Unusual_Amount,,True,,Pressure recent score your letter discuss opportunity weight.,,Cleaned and Validated
alert124223,txn10024223,Unusual_Amount,,True,,Us fill daughter program finally thank worry.,,Cleaned and Validated
alert125909,txn10025909,Frequent_Failure,,True,,Food reason hospital.,,Cleaned and Validated
alert135451,txn10035451,Suspicious_Login,,True,,Billion reality miss I blood.,,Cleaned and Validated
alert124312,txn10024312,Unusual_Amount,2025-11-04 19:29:24,True,2025-11-04 19:29:24,Decision why against yard turn pressure realize even.,0.0,Cleaned and Validated
alert120967,txn10020967,Frequent_Failure,,True,,Trouble ask experience cut.,,Cleaned and Validated
alert171444,txn10071444,Frequent_Failure,,True,,Near career chance heavy there right herself.,,Cleaned and Validated
alert197948,txn10097948,Unusual_Amount,2025-11-04 22:21:48,True,2025-11-04 22:21:48,Maintain sign find key network memory.,0.0,Cleaned and Validated
alert194027,txn10094027,Suspicious_Login,2025-11-04 20:42:24,True,2025-11-04 20:42:24,Task spring end rather.,0.0,Cleaned and Validated
alert121974,txn10021974,Unusual_Time,2025-11-04 05:10:06,True,2025-11-04 05:10:06,Summer wonder purpose pretty cut drop both.,0.0,Cleaned and Validated
alert138189,txn10038189,Unusual_Time,,True,,Once decade record bar million color young.,,Cleaned and Validated
alert193658,txn10093658,Unusual_Amount,,True,,Similar indicate particularly age.,,Cleaned and Validated
alert183755,txn10083755,Unusual_Time,,True,,Result institution fund tree some court.,,Cleaned and Validated
alert102822,txn10002822,Frequent_Failure,2025-11-04 20:15:18,True,2025-11-04 20:15:18,Follow check design fall player behind.,0.0,Cleaned and Validated
alert194269,txn10094269,Unusual_Amount,,True,,Clearly truth writer deal.,,Cleaned and Validated
alert175276,txn10075276,Suspicious_Login,,False,,Teach five set miss above begin behind.,,Cleaned and Validated
alert150815,txn10050815,Frequent_Failure,2025-11-04 15:27:30,True,2025-11-04 15:27:30,Might quality write left drive.,0.0,Cleaned and Validated
alert111094,txn10011094,Suspicious_Login,2025-11-04 20:30:18,True,2025-11-04 20:30:18,Lay toward crime value there everything foreign.,0.0,Cleaned and Validated
alert192892,txn10092892,Suspicious_Login,,True,,Report wish southern particular condition.,,Cleaned and Validated
alert131885,txn10031885,Unusual_Amount,2025-11-04 04:38:06,False,,From senior near avoid.,,Cleaned and Validated
alert120398,txn10020398,Frequent_Failure,,True,,Arm education nothing star many win.,,Cleaned and Validated
alert100684,txn10000684,Unusual_Time,2025-11-04 17:48:24,True,2025-11-04 17:48:24,Amount forget body role understand.,0.0,Cleaned and Validated
alert194403,txn10094403,Suspicious_Login,2025-11-04 00:40:00,True,2025-11-04 00:40:00,Minute social east opportunity hold.,0.0,Cleaned and Validated
alert120200,txn10020200,Suspicious_Login,2025-11-04 10:46:48,True,2025-11-04 10:46:48,Again me head law perhaps site minute.,0.0,Cleaned and Validated
alert139957,txn10039957,Unusual_Amount,,True,,Truth as Mr outside him.,,Cleaned and Validated
alert103737,txn10003737,Frequent_Failure,,True,,More apply quality song.,,Cleaned and Validated
alert109447,txn10009447,Unusual_Amount,,True,,Majority society eat magazine career point.,,Cleaned and Validated
alert119879,txn10019879,Suspicious_Login,2025-11-04 21:02:30,True,2025-11-04 21:02:30,Protect pay during up pattern sit.,0.0,Cleaned and Validated
alert115380,txn10015380,Suspicious_Login,,True,,Kitchen across young local anyone especially discussion.,,Cleaned and Validated
alert167194,txn10067194,Frequent_Failure,,True,,Effort instead adult it station.,,Cleaned and Validated
alert172040,txn10072040,Unusual_Amount,2025-11-04 02:22:30,True,2025-11-04 02:22:30,Feeling fine such likely city lot painting.,0.0,Cleaned and Validated
alert166282,txn10066282,Unusual_Time,,True,,Set have determine.,,Cleaned and Validated
alert151910,txn10051910,Unusual_Time,,False,,Practice pass wall player sure cover.,,Cleaned and Validated
alert158880,txn10058880,Frequent_Failure,2025-11-04 20:26:06,True,2025-11-04 20:26:06,Process ball here hospital.,0.0,Cleaned and Validated
alert110597,txn10010597,Unusual_Amount,,True,,Lawyer camera carry east.,,Cleaned and Validated
alert187710,txn10087710,Unusual_Time,,True,,His particularly school notice.,,Cleaned and Validated
alert149504,txn10049504,Unusual_Time,2025-11-04 09:04:12,True,2025-11-04 09:04:12,Son treatment letter paper benefit.,0.0,Cleaned and Validated
alert108124,txn10008124,Frequent_Failure,,True,,Never recently heavy voice.,,Cleaned and Validated
alert143064,txn10043064,Unusual_Amount,,True,,Animal both nature woman.,,Cleaned and Validated
alert148973,txn10048973,Suspicious_Login,,True,,Record believe section its hope so.,,Cleaned and Validated
alert128060,txn10028060,Frequent_Failure,2025-11-04 00:48:24,True,2025-11-04 00:48:24,Together rise former center push.,0.0,Cleaned and Validated
alert175414,txn10075414,Unusual_Amount,,True,,Magazine amount describe feeling itself will wish grow.,,Cleaned and Validated
alert192760,txn10092760,Unusual_Time,,True,,Later left which put when society.,,Cleaned and Validated
alert127253,txn10027253,Unusual_Amount,,True,,Itself respond chance believe member professor cultural.,,Cleaned and Validated
alert158177,txn10058177,Unusual_Amount,,True,,Stand general within their history floor.,,Cleaned and Validated
alert187435,txn10087435,Unusual_Amount,,True,,Public right figure large mission likely front get.,,Cleaned and Validated
alert142555,txn10042555,Unusual_Amount,,False,,Decide understand final research special.,,Cleaned and Validated
alert113840,txn10013840,Unusual_Amount,,True,,Investment leave general art.,,Cleaned and Validated
alert195888,txn10095888,Unusual_Time,,True,,Explain herself decade particularly.,,Cleaned and Validated
alert124521,txn10024521,Unusual_Time,2025-11-04 20:17:18,True,2025-11-04 20:17:18,Former single how among fall main.,0.0,Cleaned and Validated
alert115520,txn10015520,Frequent_Failure,,True,,Run ground responsibility challenge dinner authority.,,Cleaned and Validated
alert106774,txn10006774,Unusual_Amount,,False,,Room from peace mention fall adult.,,Cleaned and Validated
alert112209,txn10012209,Unusual_Amount,2025-11-04 07:28:36,True,2025-11-04 07:28:36,Again husband themselves training what.,0.0,Cleaned and Validated
alert183998,txn10083998,Unusual_Time,,False,,Sort hope air happen low.,,Cleaned and Validated
alert124473,txn10024473,Unusual_Time,2025-11-04 19:08:12,True,2025-11-04 19:08:12,Cut start war agree success management establish young.,0.0,Cleaned and Validated
alert159621,txn10059621,Unusual_Amount,,True,,Also enough human.,,Cleaned and Validated
alert178023,txn10078023,Unusual_Time,2025-11-04 20:51:48,True,2025-11-04 20:51:48,Tough nature few.,0.0,Cleaned and Validated
alert106987,txn10006987,Frequent_Failure,,True,,Perhaps involve check people local think.,,Cleaned and Validated
alert179565,txn10079565,Frequent_Failure,2025-11-04 14:51:24,True,2025-11-04 14:51:24,Executive prepare before.,0.0,Cleaned and Validated
alert132146,txn10032146,Suspicious_Login,2025-11-04 00:11:12,True,2025-11-04 00:11:12,Fund officer about increase college deal budget.,0.0,Cleaned and Validated
alert197622,txn10097622,Suspicious_Login,,True,,Prepare nearly third management.,,Cleaned and Validated
alert197379,txn10097379,Frequent_Failure,,True,,Interest none sound create.,,Cleaned and Validated
alert129504,txn10029504,Unusual_Amount,2025-11-04 01:19:00,True,2025-11-04 01:19:00,Often wall civil happy American box address.,0.0,Cleaned and Validated
alert163661,txn10063661,Frequent_Failure,,True,,Wait mention already eight college thing.,,Cleaned and Validated
alert145119,txn10045119,Unusual_Amount,2025-11-04 03:57:12,True,2025-11-04 06:42:06,Full end former value indeed shake.,0.0,Cleaned and Validated
alert190183,txn10090183,Frequent_Failure,,False,,Sister happy peace cover.,,Cleaned and Validated
alert117691,txn10017691,Frequent_Failure,,True,,What dinner PM sometimes body share.,,Cleaned and Validated
alert154289,txn10054289,Unusual_Time,,True,,A standard possible no.,,Cleaned and Validated
alert150023,txn10050023,Unusual_Amount,,True,,Drug both outside improve push speech inside.,,Cleaned and Validated
alert158403,txn10058403,Frequent_Failure,,False,,Book recognize yeah doctor could a.,,Cleaned and Validated
alert135685,txn10035685,Frequent_Failure,2025-11-04 11:08:00,True,2025-11-04 11:08:00,Season technology article continue join.,0.0,Cleaned and Validated
alert181883,txn10081883,Frequent_Failure,,True,,That moment something more protect national.,,Cleaned and Validated
alert111708,txn10011708,Suspicious_Login,2025-11-04 00:48:12,False,,Treatment television some suffer available tough.,,Cleaned and Validated
alert117396,txn10017396,Unusual_Amount,2025-11-04 22:37:24,True,2025-11-04 22:37:24,Lay attack agency with break.,0.0,Cleaned and Validated
alert155950,txn10055950,Suspicious_Login,,True,,Sure gas year around environment safe quickly.,,Cleaned and Validated
alert147820,txn10047820,Suspicious_Login,,True,,Radio also break some bar participant those.,,Cleaned and Validated
alert156645,txn10056645,Unusual_Time,,True,,New carry tax test.,,Cleaned and Validated
alert146707,txn10046707,Suspicious_Login,,True,,Hope sometimes feeling main series foot.,,Cleaned and Validated
alert182756,txn10082756,Unusual_Time,,False,,Present color and form very give.,,Cleaned and Validated
alert138280,txn10038280,Unusual_Amount,2025-11-04 18:59:42,True,2025-11-04 18:59:42,Fire argue red.,0.0,Cleaned and Validated
alert166447,txn10066447,Unusual_Time,,True,,Bring put Republican resource right tend cell.,,Cleaned and Validated
alert133142,txn10033142,Frequent_Failure,2025-11-04 11:55:36,True,2025-11-04 11:55:36,Hotel factor opportunity daughter.,0.0,Cleaned and Validated
alert143333,txn10043333,Frequent_Failure,,False,,Ability voice prepare decision discuss treatment type.,,Cleaned and Validated
alert157116,txn10057116,Unusual_Amount,2025-11-04 03:35:12,True,2025-11-04 03:35:12,They business data college.,0.0,Cleaned and Validated
alert128745,txn10028745,Unusual_Amount,,True,,According style put.,,Cleaned and Validated
alert176454,txn10076454,Unusual_Time,2025-11-04 12:25:42,True,2025-11-04 12:25:42,Mrs nothing above yes.,0.0,Cleaned and Validated
alert161991,txn10061991,Unusual_Amount,2025-11-04 10:56:36,True,2025-11-04 10:56:36,Air yet best medical.,0.0,Cleaned and Validated
alert163764,txn10063764,Frequent_Failure,,False,,Huge discuss course executive four teach authority.,,Cleaned and Validated
alert132308,txn10032308,Unusual_Time,2025-11-04 16:06:54,False,,Thousand apply good authority.,,Cleaned and Validated
alert128044,txn10028044,Unusual_Time,2025-11-04 21:32:42,True,2025-11-04 21:32:42,Item will oil by low wait hold.,0.0,Cleaned and Validated
alert140995,txn10040995,Frequent_Failure,2025-11-04 10:08:36,True,2025-11-04 06:42:06,This black rest herself save campaign have same.,,Cleaned and Validated
alert170608,txn10070608,Suspicious_Login,2025-11-04 14:58:06,True,2025-11-04 14:58:06,Court economic administration.,0.0,Cleaned and Validated
alert101574,txn10001574,Suspicious_Login,,True,2025-11-04 06:42:06,Theory mind marriage use so say.,,Cleaned and Validated
alert121090,txn10021090,Unusual_Amount,,True,2025-11-04 06:42:06,Ready practice production woman worry.,,Cleaned and Validated
