device_id,customer_id,device_type,app_version,is_rooted,last_active,days_since_last_active
dev103356,cust103356,Android,2.7.5,False,,
dev103357,cust103357,Feature_Phone,1.1.4,False,,
dev103358,cust103358,Feature_Phone,4.1.9,False,,
dev103359,cust103359,Android,3.0.2,False,2025-11-04 02:53:12,0.0
dev103360,cust103360,Tablet,4.6.14,False,2025-11-04 04:45:00,0.0
dev103361,cust103361,Ios,3.5.7,False,2025-11-04 01:39:06,0.0
dev103362,cust103362,Ios,2.7.6,False,,
dev103363,cust103363,Tablet,4.3.9,False,,
dev103364,cust103364,Android,4.1.2,False,2025-11-04 09:42:42,0.0
dev103365,cust103365,Tablet,4.0.11,False,,
dev103366,cust103366,Ios,1.2.4,False,,
dev103367,cust103367,Android,4.4.1,False,2025-11-04 04:46:06,0.0
dev103368,cust103368,Android,4.9.19,False,,
dev103369,cust103369,Feature_Phone,2.8.1,False,,
dev103370,cust103370,Ios,2.0.13,False,2025-11-04 23:05:42,0.0
dev103371,cust103371,Android,3.6.5,False,,
dev103372,cust103372,Tablet,4.3.4,False,2025-11-04 08:04:06,0.0
dev103373,cust103373,Tablet,3.7.12,False,,
dev103374,cust103374,Ios,4.9.0,True,,
dev103375,cust103375,Feature_Phone,3.7.13,False,,
dev103376,cust103376,Android,2.1.15,False,2025-11-04 05:59:06,0.0
dev103377,cust103377,Tablet,3.6.12,False,2025-11-04 11:51:18,0.0
dev103378,cust103378,Feature_Phone,1.9.12,False,,
dev103379,cust103379,Android,3.9.12,False,2025-11-04 14:45:42,0.0
dev103380,cust103380,Feature_Phone,2.8.15,False,2025-11-04 11:31:06,0.0
dev103381,cust103381,Feature_Phone,2.7.13,False,,
dev103382,cust103382,Ios,4.3.4,False,2025-11-04 05:30:36,0.0
dev103383,cust103383,Feature_Phone,1.8.3,True,2025-11-04 04:13:06,0.0
dev103384,cust103384,Feature_Phone,4.6.15,False,,
dev103385,cust103385,Ios,4.5.12,False,2025-11-04 19:25:06,0.0
dev103386,cust103386,Feature_Phone,1.1.2,False,,
dev103387,cust103387,Ios,3.8.1,False,2025-11-04 18:52:12,0.0
dev103388,cust103388,Tablet,3.2.0,False,,
dev103389,cust103389,Feature_Phone,4.6.17,False,2025-11-04 08:28:00,0.0
dev103390,cust103390,Tablet,1.9.6,False,,
dev103391,cust103391,Android,1.9.4,False,,
dev103392,cust103392,Ios,4.5.16,False,,
dev103393,cust103393,Android,3.1.7,False,2025-11-04 05:40:36,0.0
dev103394,cust103394,Ios,3.7.17,False,2025-11-04 19:50:18,0.0
dev103395,cust103395,Ios,4.4.19,True,2025-11-04 02:02:18,0.0
dev103396,cust103396,Tablet,2.9.20,False,,
dev103397,cust103397,Feature_Phone,1.6.8,False,2025-11-04 13:36:24,0.0
dev103398,cust103398,Ios,4.8.16,False,2025-11-04 00:47:42,0.0
dev103399,cust103399,Feature_Phone,1.2.3,False,2025-11-04 20:55:06,0.0
dev103400,cust103400,Feature_Phone,2.4.10,False,,
dev103401,cust103401,Tablet,2.9.6,False,2025-11-04 20:31:42,0.0
dev103402,cust103402,Ios,2.2.11,False,2025-11-04 21:15:06,0.0
dev103403,cust103403,Tablet,3.7.4,False,,
dev103404,cust103404,Ios,1.6.8,False,2025-11-04 07:04:06,0.0
dev103405,cust103405,Feature_Phone,1.4.13,False,2025-11-04 17:26:24,0.0
dev103406,cust103406,Ios,2.3.13,False,,
dev103407,cust103407,Tablet,3.4.3,False,,
dev103408,cust103408,Tablet,4.9.18,False,,
dev103409,cust103409,Feature_Phone,2.7.16,False,,
dev103410,cust103410,Ios,2.7.18,False,,
dev103411,cust103411,Tablet,3.2.19,False,,
dev103412,cust103412,Android,4.5.19,False,2025-11-04 18:21:12,0.0
dev103413,cust103413,Tablet,3.1.11,False,,
dev103414,cust103414,Android,1.9.5,False,,
dev103415,cust103415,Tablet,1.9.2,False,,
dev103416,cust103416,Tablet,1.8.11,False,,
dev103417,cust103417,Ios,3.6.13,False,,
dev103418,cust103418,Tablet,2.7.13,False,2025-11-04 14:03:18,0.0
dev103419,cust103419,Tablet,4.9.6,False,2025-11-04 22:43:54,0.0
dev103420,cust103420,Ios,2.5.5,False,,
dev103421,cust103421,Ios,4.7.14,False,2025-11-04 23:17:00,0.0
dev103422,cust103422,Feature_Phone,3.3.17,False,2025-11-04 23:07:06,0.0
dev103423,cust103423,Ios,4.7.19,False,2025-11-04 21:35:42,0.0
dev103424,cust103424,Feature_Phone,2.2.11,False,,
dev103425,cust103425,Android,4.5.4,False,2025-11-04 12:05:18,0.0
dev103426,cust103426,Ios,2.1.10,False,2025-11-04 03:51:18,0.0
dev103427,cust103427,Ios,4.4.5,False,2025-11-04 18:05:06,0.0
dev103428,cust103428,Tablet,3.8.17,False,,
dev103429,cust103429,Ios,3.8.15,False,,
dev103430,cust103430,Feature_Phone,2.9.20,False,2025-11-04 13:49:24,0.0
dev103431,cust103431,Android,3.4.4,False,2025-11-04 12:36:54,0.0
dev103432,cust103432,Feature_Phone,1.4.5,False,,
dev103433,cust103433,Android,3.7.15,False,,
dev103434,cust103434,Tablet,1.7.1,False,2025-11-04 23:10:42,0.0
dev103435,cust103435,Ios,2.5.8,False,2025-11-04 05:47:06,0.0
dev103436,cust103436,Ios,4.9.18,False,2025-11-04 18:08:12,0.0
dev103437,cust103437,Tablet,1.3.2,False,2025-11-04 07:13:06,0.0
dev103438,cust103438,Ios,3.0.11,False,,
dev103439,cust103439,Tablet,3.4.8,False,,
dev103440,cust103440,Tablet,3.1.15,False,,
dev103441,cust103441,Ios,4.6.0,False,,
dev103442,cust103442,Ios,4.0.0,True,,
dev103443,cust103443,Tablet,1.7.19,False,,
dev103444,cust103444,Ios,4.8.20,False,2025-11-04 04:21:48,0.0
dev103445,cust103445,Feature_Phone,2.3.20,False,2025-11-04 09:03:00,0.0
dev103446,cust103446,Ios,1.5.5,False,2025-11-04 01:58:18,0.0
dev103447,cust103447,Ios,2.3.6,False,2025-11-04 06:18:12,0.0
dev103448,cust103448,Tablet,3.9.5,False,,
dev103449,cust103449,Android,2.0.4,False,,
dev103450,cust103450,Ios,3.1.12,False,,
dev103451,cust103451,Ios,1.3.5,False,,
dev103452,cust103452,Android,2.0.17,False,,
dev103453,cust103453,Android,2.9.8,False,2025-11-04 08:29:24,0.0
dev103454,cust103454,Android,1.7.5,False,,
dev103455,cust103455,Ios,3.3.3,False,,
dev103456,cust103456,Tablet,3.7.15,False,,
dev103457,cust103457,Feature_Phone,4.9.12,False,,
dev103458,cust103458,Tablet,1.7.7,False,,
dev103459,cust103459,Android,1.2.10,False,2025-11-04 14:14:18,0.0
dev103460,cust103460,Feature_Phone,4.1.13,False,2025-11-04 19:36:54,0.0
dev103461,cust103461,Tablet,4.0.12,False,2025-11-04 21:39:30,0.0
dev103462,cust103462,Tablet,3.2.13,False,,
dev103463,cust103463,Tablet,4.2.12,False,,
dev103464,cust103464,Tablet,1.9.12,False,2025-11-04 10:08:18,0.0
dev103465,cust103465,Android,1.2.7,False,,
dev103466,cust103466,Tablet,4.0.9,False,2025-11-04 18:22:48,0.0
dev103467,cust103467,Tablet,3.5.7,False,,
dev103468,cust103468,Tablet,2.9.13,False,,
dev103469,cust103469,Android,3.7.9,True,,
dev103470,cust103470,Feature_Phone,4.8.7,False,,
dev103471,cust103471,Ios,1.7.20,False,,
dev103472,cust103472,Ios,2.8.9,False,,
dev103473,cust103473,Ios,1.4.18,False,2025-11-04 02:59:18,0.0
dev103474,cust103474,Android,1.1.14,False,,
dev103475,cust103475,Android,4.5.12,False,,
dev103476,cust103476,Ios,2.7.3,False,,
dev103477,cust103477,Feature_Phone,1.1.12,False,,
dev103478,cust103478,Ios,1.4.1,False,,
dev103479,cust103479,Feature_Phone,4.6.13,True,2025-11-04 02:43:30,0.0
dev103480,cust103480,Tablet,2.4.12,False,,
dev103481,cust103481,Ios,1.9.16,False,2025-11-04 12:37:48,0.0
dev103482,cust103482,Tablet,1.5.15,False,,
dev103483,cust103483,Android,4.8.2,False,2025-11-04 12:22:42,0.0
dev103484,cust103484,Ios,3.2.20,False,,
dev103485,cust103485,Feature_Phone,4.5.19,False,2025-11-04 03:54:06,0.0
dev103486,cust103486,Android,4.5.6,False,,
dev103487,cust103487,Feature_Phone,1.0.5,False,,
dev103488,cust103488,Feature_Phone,3.5.7,False,,
dev103489,cust103489,Tablet,4.0.12,False,,
dev103490,cust103490,Tablet,3.2.18,False,,
dev103491,cust103491,Android,2.0.9,False,,
dev103492,cust103492,Android,2.4.8,False,,
dev103493,cust103493,Tablet,2.2.16,False,,
dev103494,cust103494,Tablet,1.0.18,False,,
dev103495,cust103495,Tablet,1.3.4,False,,
dev103496,cust103496,Feature_Phone,4.5.19,False,,
dev103497,cust103497,Android,4.6.8,False,,
dev103498,cust103498,Tablet,2.1.13,False,,
dev103499,cust103499,Tablet,3.5.1,False,2025-11-04 04:29:48,0.0
dev103500,cust103500,Ios,3.4.3,False,2025-11-04 19:24:12,0.0
dev103501,cust103501,Ios,2.5.10,False,,
dev103502,cust103502,Tablet,1.0.2,False,,
dev103503,cust103503,Feature_Phone,3.8.0,False,,
dev103504,cust103504,Tablet,1.8.11,False,,
dev103505,cust103505,Android,1.5.6,False,2025-11-04 05:03:00,0.0
dev103506,cust103506,Android,4.2.12,False,2025-11-04 23:30:54,0.0
dev103507,cust103507,Feature_Phone,1.3.4,False,2025-11-04 19:51:00,0.0
dev103508,cust103508,Android,3.3.2,False,,
dev103509,cust103509,Android,1.5.0,False,,
dev103510,cust103510,Tablet,2.4.5,False,,
dev103511,cust103511,Ios,2.7.3,False,2025-11-04 00:32:06,0.0
dev103512,cust103512,Tablet,3.3.6,False,,
dev103513,cust103513,Android,4.0.3,False,,
dev103514,cust103514,Tablet,3.2.15,False,2025-11-04 09:48:36,0.0
dev103515,cust103515,Android,2.3.1,False,2025-11-04 02:07:42,0.0
dev103516,cust103516,Feature_Phone,2.7.11,False,,
dev103517,cust103517,Feature_Phone,4.3.5,False,2025-11-04 02:01:06,0.0
dev103518,cust103518,Tablet,1.4.16,False,,
dev103519,cust103519,Feature_Phone,3.4.0,False,,
dev103520,cust103520,Ios,4.2.7,False,2025-11-04 01:05:48,0.0
dev103521,cust103521,Feature_Phone,3.9.14,False,,
dev103522,cust103522,Android,2.1.17,False,,
dev103523,cust103523,Tablet,2.6.11,False,2025-11-04 02:02:00,0.0
dev103524,cust103524,Ios,2.5.5,False,,
dev103525,cust103525,Android,4.7.1,False,2025-11-04 04:16:36,0.0
dev103526,cust103526,Android,2.4.13,False,2025-11-04 22:24:36,0.0
dev103527,cust103527,Android,3.8.13,False,,
dev103528,cust103528,Tablet,1.0.2,False,2025-11-04 17:38:12,0.0
dev103529,cust103529,Android,1.9.20,False,2025-11-04 20:39:00,0.0
dev103530,cust103530,Feature_Phone,3.4.9,False,2025-11-04 13:18:24,0.0
dev103531,cust103531,Tablet,4.1.16,False,2025-11-04 01:56:06,0.0
dev103532,cust103532,Ios,1.3.2,False,,
dev103533,cust103533,Android,3.7.19,False,2025-11-04 00:33:30,0.0
dev103534,cust103534,Android,2.5.4,False,,
dev103535,cust103535,Feature_Phone,4.3.4,False,,
dev103536,cust103536,Feature_Phone,3.4.7,False,2025-11-04 10:10:30,0.0
dev103537,cust103537,Feature_Phone,1.0.20,False,,
dev103538,cust103538,Android,3.2.1,False,2025-11-04 14:16:18,0.0
dev103539,cust103539,Ios,3.2.13,False,,
dev103540,cust103540,Feature_Phone,1.6.14,False,2025-11-04 16:35:30,0.0
dev103541,cust103541,Feature_Phone,1.1.7,False,2025-11-04 23:08:06,0.0
dev103542,cust103542,Android,4.8.10,False,2025-11-04 09:48:54,0.0
dev103543,cust103543,Tablet,2.4.16,False,,
dev103544,cust103544,Tablet,2.9.17,False,,
dev103545,cust103545,Android,2.4.19,False,,
dev103546,cust103546,Tablet,1.5.5,False,,
dev103547,cust103547,Ios,4.2.20,False,,
dev103548,cust103548,Feature_Phone,3.3.12,False,,
dev103549,cust103549,Tablet,4.6.16,False,,
dev103550,cust103550,Feature_Phone,1.2.11,False,2025-11-04 10:18:00,0.0
dev103551,cust103551,Feature_Phone,1.2.7,False,2025-11-04 23:59:48,0.0
dev103552,cust103552,Ios,1.6.11,False,,
dev103553,cust103553,Feature_Phone,2.1.15,False,2025-11-04 05:48:12,0.0
dev103554,cust103554,Ios,3.6.17,False,,
dev103555,cust103555,Feature_Phone,2.4.11,False,,
dev103556,cust103556,Feature_Phone,3.4.14,True,2025-11-04 17:10:42,0.0
dev103557,cust103557,Ios,4.3.12,False,,
dev103558,cust103558,Tablet,1.1.2,False,,
dev103559,cust103559,Android,3.1.6,False,,
dev103560,cust103560,Android,1.3.19,False,2025-11-04 02:44:12,0.0
dev103561,cust103561,Feature_Phone,1.7.5,True,,
dev103562,cust103562,Ios,1.9.13,False,2025-11-04 17:23:30,0.0
dev103563,cust103563,Android,1.2.6,False,,
dev103564,cust103564,Tablet,2.6.18,False,2025-11-04 14:35:54,0.0
dev103565,cust103565,Tablet,3.2.0,False,,
dev103566,cust103566,Android,2.4.2,False,2025-11-04 16:57:48,0.0
dev103567,cust103567,Ios,4.3.8,False,2025-11-04 15:37:00,0.0
dev103568,cust103568,Tablet,4.8.12,False,,
dev103569,cust103569,Tablet,2.3.15,False,,
dev103570,cust103570,Tablet,4.7.14,False,,
dev103571,cust103571,Tablet,1.0.2,False,2025-11-04 07:57:00,0.0
dev103572,cust103572,Android,4.4.16,False,,
dev103573,cust103573,Android,4.7.1,False,2025-11-04 15:08:12,0.0
dev103574,cust103574,Ios,2.8.17,False,,
dev103575,cust103575,Android,1.8.19,False,2025-11-04 01:34:06,0.0
dev103576,cust103576,Android,1.3.8,False,,
dev103577,cust103577,Feature_Phone,3.2.8,False,,
dev103578,cust103578,Tablet,2.6.15,False,,
dev103579,cust103579,Tablet,4.6.5,False,,
dev103580,cust103580,Tablet,4.7.14,False,,
dev103581,cust103581,Tablet,3.3.8,False,2025-11-04 13:19:18,0.0
dev103582,cust103582,Feature_Phone,2.0.6,False,,
dev103583,cust103583,Feature_Phone,3.1.13,True,,
dev103584,cust103584,Android,4.0.11,False,,
dev103585,cust103585,Tablet,4.1.0,False,2025-11-04 04:10:06,0.0
dev103586,cust103586,Android,4.8.14,False,,
dev103587,cust103587,Ios,4.4.13,True,2025-11-04 15:53:36,0.0
dev103588,cust103588,Tablet,1.9.0,False,,
dev103589,cust103589,Tablet,4.6.5,False,,
dev103590,cust103590,Android,1.7.11,False,2025-11-04 01:52:12,0.0
dev103591,cust103591,Tablet,2.4.9,False,,
dev103592,cust103592,Tablet,2.4.11,False,2025-11-04 12:59:48,0.0
dev103593,cust103593,Feature_Phone,4.7.19,False,,
dev103594,cust103594,Feature_Phone,1.4.7,False,2025-11-04 20:37:48,0.0
dev103595,cust103595,Feature_Phone,3.4.8,False,,
dev103596,cust103596,Android,1.3.15,False,,
dev103597,cust103597,Android,2.8.7,False,2025-11-04 15:40:48,0.0
dev103598,cust103598,Tablet,1.1.6,False,,
dev103599,cust103599,Tablet,1.1.12,False,,
dev103600,cust103600,Feature_Phone,4.2.7,False,2025-11-04 11:32:06,0.0
dev103601,cust103601,Feature_Phone,1.6.2,False,,
dev103602,cust103602,Feature_Phone,3.1.6,False,2025-11-04 16:27:00,0.0
dev103603,cust103603,Feature_Phone,4.9.5,False,2025-11-04 08:04:36,0.0
dev103604,cust103604,Feature_Phone,3.2.7,False,2025-11-04 15:48:24,0.0
dev103605,cust103605,Tablet,3.3.7,False,2025-11-04 20:00:24,0.0
dev103606,cust103606,Ios,1.0.16,False,2025-11-04 20:51:12,0.0
dev103607,cust103607,Ios,2.9.4,False,2025-11-04 01:20:36,0.0
dev103608,cust103608,Tablet,2.4.17,False,,
dev103609,cust103609,Tablet,3.2.3,False,,
dev103610,cust103610,Tablet,3.3.19,False,2025-11-04 23:47:42,0.0
dev103611,cust103611,Android,4.0.11,False,2025-11-04 06:12:24,0.0
dev103612,cust103612,Tablet,3.3.0,False,2025-11-04 13:37:00,0.0
dev103613,cust103613,Ios,1.5.19,False,,
dev103614,cust103614,Android,3.0.13,False,,
dev103615,cust103615,Feature_Phone,2.3.18,False,,
dev103616,cust103616,Ios,1.0.17,False,,
dev103617,cust103617,Feature_Phone,1.6.8,False,2025-11-04 16:08:00,0.0
dev103618,cust103618,Feature_Phone,4.1.13,False,2025-11-04 08:14:30,0.0
dev103619,cust103619,Feature_Phone,2.4.1,False,,
dev103620,cust103620,Feature_Phone,3.5.7,False,2025-11-04 15:29:54,0.0
dev103621,cust103621,Tablet,4.7.19,False,2025-11-04 19:14:36,0.0
dev103622,cust103622,Ios,2.4.19,False,2025-11-04 08:54:36,0.0
dev103623,cust103623,Android,2.1.11,False,,
dev103624,cust103624,Feature_Phone,4.4.13,False,,
dev103625,cust103625,Ios,4.7.1,False,,
dev103626,cust103626,Tablet,4.0.1,False,2025-11-04 22:11:18,0.0
dev103627,cust103627,Feature_Phone,1.4.7,False,,
dev103628,cust103628,Feature_Phone,3.0.4,False,,
dev103629,cust103629,Android,1.2.12,False,,
dev103630,cust103630,Feature_Phone,4.1.12,False,,
dev103631,cust103631,Android,1.9.8,False,2025-11-04 21:47:48,0.0
dev103632,cust103632,Ios,1.2.13,False,,
dev103633,cust103633,Tablet,3.0.10,False,2025-11-04 07:11:30,0.0
dev103634,cust103634,Ios,2.4.9,False,,
dev103635,cust103635,Feature_Phone,4.1.20,False,2025-11-04 18:09:24,0.0
dev103636,cust103636,Tablet,1.2.0,False,2025-11-04 04:28:18,0.0
dev103637,cust103637,Ios,3.1.1,False,,
dev103638,cust103638,Android,3.9.12,False,,
dev103639,cust103639,Tablet,2.4.9,False,,
dev103640,cust103640,Ios,4.3.12,False,2025-11-04 07:13:06,0.0
dev103641,cust103641,Android,4.0.18,False,,
dev103642,cust103642,Ios,4.5.12,False,2025-11-04 05:32:36,0.0
dev103643,cust103643,Ios,3.6.19,False,,
dev103644,cust103644,Tablet,2.9.20,False,2025-11-04 09:47:36,0.0
dev103645,cust103645,Tablet,1.7.9,False,,
dev103646,cust103646,Feature_Phone,3.1.11,False,2025-11-04 02:27:54,0.0
dev103647,cust103647,Tablet,1.4.9,False,,
dev103648,cust103648,Feature_Phone,3.6.11,False,,
dev103649,cust103649,Feature_Phone,4.8.14,False,2025-11-04 15:05:06,0.0
dev103650,cust103650,Ios,1.4.4,False,,
dev103651,cust103651,Feature_Phone,4.4.9,False,,
dev103652,cust103652,Android,4.4.1,False,,
dev103653,cust103653,Feature_Phone,1.2.8,False,,
dev103654,cust103654,Tablet,1.7.11,False,2025-11-04 02:53:30,0.0
dev103655,cust103655,Ios,3.6.17,False,,
dev103656,cust103656,Tablet,2.9.9,False,2025-11-04 09:59:48,0.0
dev103657,cust103657,Ios,1.3.16,False,2025-11-04 06:57:18,0.0
dev103658,cust103658,Ios,3.8.10,False,,
dev103659,cust103659,Ios,2.7.15,False,2025-11-04 20:28:24,0.0
dev103660,cust103660,Android,4.0.10,False,,
dev103661,cust103661,Feature_Phone,2.9.11,False,2025-11-04 09:09:06,0.0
dev103662,cust103662,Tablet,3.7.16,False,2025-11-04 15:16:00,0.0
dev103663,cust103663,Feature_Phone,3.0.20,False,,
dev103664,cust103664,Android,4.3.10,False,,
dev103665,cust103665,Feature_Phone,2.0.1,False,,
dev103666,cust103666,Ios,1.5.9,True,2025-11-04 11:30:06,0.0
dev103667,cust103667,Ios,1.6.16,False,,
dev103668,cust103668,Ios,3.8.9,False,2025-11-04 17:57:48,0.0
dev103669,cust103669,Ios,3.4.4,False,,
dev103670,cust103670,Tablet,2.2.12,False,,
dev103671,cust103671,Ios,2.5.1,False,2025-11-04 13:22:00,0.0
dev103672,cust103672,Tablet,3.6.5,False,,
dev103673,cust103673,Feature_Phone,1.1.17,False,2025-11-04 20:46:36,0.0
dev103674,cust103674,Feature_Phone,3.6.2,False,,
dev103675,cust103675,Ios,4.4.14,False,2025-11-04 23:49:18,0.0
dev103676,cust103676,Feature_Phone,2.4.19,False,,
dev103677,cust103677,Feature_Phone,1.1.3,False,2025-11-04 07:28:30,0.0
dev103678,cust103678,Tablet,3.4.15,False,2025-11-04 03:31:54,0.0
dev103679,cust103679,Feature_Phone,3.2.13,False,,
dev103680,cust103680,Feature_Phone,1.9.2,False,,
dev103681,cust103681,Feature_Phone,4.9.6,False,,
dev103682,cust103682,Ios,3.1.13,False,2025-11-04 02:43:48,0.0
dev103683,cust103683,Android,3.1.5,False,2025-11-04 03:12:06,0.0
dev103684,cust103684,Android,4.2.16,False,2025-11-04 23:30:54,0.0
dev103685,cust103685,Ios,1.9.16,False,,
dev103686,cust103686,Feature_Phone,4.9.2,True,,
dev103687,cust103687,Ios,2.9.17,False,,
dev103688,cust103688,Tablet,3.0.19,False,,
dev103689,cust103689,Feature_Phone,3.8.0,False,2025-11-04 01:16:12,0.0
dev103690,cust103690,Ios,1.5.10,False,,
dev103691,cust103691,Feature_Phone,2.9.13,False,,
dev103692,cust103692,Tablet,3.1.17,False,,
dev103693,cust103693,Ios,2.4.5,False,,
dev103694,cust103694,Ios,1.8.2,False,,
dev103695,cust103695,Feature_Phone,1.9.2,False,,
dev103696,cust103696,Tablet,2.3.13,False,,
dev103697,cust103697,Android,1.7.10,False,2025-11-04 07:15:30,0.0
dev103698,cust103698,Tablet,2.7.11,False,,
dev103699,cust103699,Feature_Phone,1.4.4,False,,
dev103700,cust103700,Feature_Phone,4.6.4,False,2025-11-04 23:26:42,0.0
dev103701,cust103701,Ios,4.9.2,False,,
dev103702,cust103702,Ios,2.7.5,False,,
dev103703,cust103703,Tablet,4.6.15,False,,
dev103704,cust103704,Feature_Phone,4.5.2,False,,
dev103705,cust103705,Tablet,2.9.17,False,2025-11-04 00:26:54,0.0
dev103706,cust103706,Ios,2.4.8,False,,
dev103707,cust103707,Feature_Phone,4.9.1,False,,
dev103708,cust103708,Ios,2.0.2,True,,
dev103709,cust103709,Tablet,4.7.8,False,,
dev103710,cust103710,Tablet,2.7.5,False,,
dev103711,cust103711,Android,1.2.6,False,,
dev103712,cust103712,Ios,2.6.20,False,,
dev103713,cust103713,Feature_Phone,2.4.10,False,,
dev103714,cust103714,Ios,4.8.2,False,,
dev103715,cust103715,Ios,1.5.7,False,,
dev103716,cust103716,Android,3.6.7,False,,
dev103717,cust103717,Ios,3.2.2,False,2025-11-04 15:28:48,0.0
dev103718,cust103718,Android,2.7.0,False,,
dev103719,cust103719,Tablet,1.5.1,False,,
dev103720,cust103720,Tablet,3.6.16,False,2025-11-04 09:04:06,0.0
dev103721,cust103721,Feature_Phone,1.2.15,False,,
dev103722,cust103722,Ios,3.0.8,False,,
dev103723,cust103723,Android,3.6.2,False,,
dev103724,cust103724,Android,1.8.13,False,,
dev103725,cust103725,Ios,3.8.4,False,2025-11-04 01:47:30,0.0
dev103726,cust103726,Feature_Phone,4.6.11,False,2025-11-04 21:43:06,0.0
dev103727,cust103727,Ios,3.1.10,False,,
dev103728,cust103728,Android,2.7.0,False,,
dev103729,cust103729,Tablet,4.7.6,False,,
dev103730,cust103730,Android,1.0.12,False,,
dev103731,cust103731,Feature_Phone,3.4.18,False,2025-11-04 21:50:00,0.0
dev103732,cust103732,Android,2.0.9,False,,
dev103733,cust103733,Android,4.7.19,False,,
dev103734,cust103734,Tablet,3.8.19,False,2025-11-04 14:45:36,0.0
dev103735,cust103735,Ios,2.0.15,False,,
dev103736,cust103736,Ios,2.7.16,False,,
dev103737,cust103737,Feature_Phone,2.6.15,False,,
dev103738,cust103738,Feature_Phone,4.3.10,False,,
dev103739,cust103739,Feature_Phone,4.5.1,False,2025-11-04 12:32:18,0.0
dev103740,cust103740,Tablet,3.2.9,False,2025-11-04 10:50:00,0.0
dev103741,cust103741,Ios,3.1.0,False,,
dev103742,cust103742,Feature_Phone,4.3.20,False,,
dev103743,cust103743,Ios,3.9.10,False,2025-11-04 04:59:30,0.0
dev103744,cust103744,Ios,2.2.2,False,2025-11-04 15:45:54,0.0
dev103745,cust103745,Feature_Phone,2.6.20,False,2025-11-04 17:31:42,0.0
dev103746,cust103746,Tablet,4.1.12,False,2025-11-04 15:42:00,0.0
dev103747,cust103747,Feature_Phone,4.1.16,False,,
dev103748,cust103748,Ios,2.8.6,False,,
dev103749,cust103749,Tablet,2.0.18,False,,
dev103750,cust103750,Android,2.5.11,False,2025-11-04 12:22:48,0.0
dev103751,cust103751,Android,4.4.4,False,,
dev103752,cust103752,Tablet,3.5.20,False,,
dev103753,cust103753,Feature_Phone,3.6.14,False,,
dev103754,cust103754,Tablet,2.3.14,False,,
dev103755,cust103755,Feature_Phone,1.6.9,False,,
dev103756,cust103756,Tablet,3.2.11,False,2025-11-04 01:47:42,0.0
dev103757,cust103757,Ios,4.8.8,False,2025-11-04 19:25:42,0.0
dev103758,cust103758,Tablet,2.3.11,False,,
dev103759,cust103759,Android,2.5.6,False,,
dev103760,cust103760,Ios,3.8.12,False,2025-11-04 00:32:48,0.0
dev103761,cust103761,Tablet,4.6.12,False,2025-11-04 08:07:18,0.0
dev103762,cust103762,Feature_Phone,3.9.5,False,,
dev103763,cust103763,Android,3.9.5,False,2025-11-04 08:26:42,0.0
dev103764,cust103764,Feature_Phone,4.3.15,False,,
dev103765,cust103765,Tablet,2.4.13,False,,
dev103766,cust103766,Tablet,4.7.2,False,2025-11-04 20:42:54,0.0
dev103767,cust103767,Tablet,1.2.1,False,,
dev103768,cust103768,Android,2.5.14,False,,
dev103769,cust103769,Android,1.7.19,False,,
dev103770,cust103770,Android,2.5.6,False,,
dev103771,cust103771,Feature_Phone,3.9.15,False,,
dev103772,cust103772,Android,4.8.3,False,,
dev103773,cust103773,Android,1.9.9,False,,
dev103774,cust103774,Tablet,3.2.5,False,,
dev103775,cust103775,Tablet,1.3.20,True,2025-11-04 18:24:48,0.0
dev103776,cust103776,Tablet,2.2.15,False,,
dev103777,cust103777,Ios,2.6.13,False,,
dev103778,cust103778,Feature_Phone,2.0.4,False,2025-11-04 10:51:06,0.0
dev103779,cust103779,Android,2.3.14,False,,
dev103780,cust103780,Android,4.6.17,False,2025-11-04 11:34:18,0.0
dev103781,cust103781,Android,3.4.2,False,2025-11-04 22:08:18,0.0
dev103782,cust103782,Ios,4.2.18,False,,
dev103783,cust103783,Feature_Phone,4.5.20,False,,
dev103784,cust103784,Tablet,3.3.2,False,,
dev103785,cust103785,Ios,1.7.9,False,,
dev103786,cust103786,Feature_Phone,1.3.7,False,,
dev103787,cust103787,Feature_Phone,2.5.4,False,,
dev103788,cust103788,Tablet,3.4.17,False,,
dev103789,cust103789,Feature_Phone,2.2.7,False,2025-11-04 23:16:30,0.0
dev103790,cust103790,Ios,1.4.9,False,2025-11-04 11:38:24,0.0
dev103791,cust103791,Ios,3.0.15,False,2025-11-04 02:57:42,0.0
dev103792,cust103792,Ios,1.0.19,False,,
dev103793,cust103793,Tablet,3.9.8,False,,
dev103794,cust103794,Feature_Phone,1.4.16,False,2025-11-04 07:13:06,0.0
dev103795,cust103795,Ios,2.2.5,False,,
dev103796,cust103796,Feature_Phone,3.6.4,False,2025-11-04 21:22:54,0.0
dev103797,cust103797,Android,3.6.17,False,,
dev103798,cust103798,Android,1.9.2,False,2025-11-04 07:45:12,0.0
dev103799,cust103799,Feature_Phone,4.9.5,False,,
dev103800,cust103800,Feature_Phone,4.4.17,False,,
dev103801,cust103801,Tablet,4.8.14,False,,
dev103802,cust103802,Android,1.2.20,False,2025-11-04 12:27:24,0.0
dev103803,cust103803,Tablet,2.1.1,False,,
dev103804,cust103804,Tablet,4.3.12,False,2025-11-04 11:45:00,0.0
dev103805,cust103805,Android,2.1.4,False,,
dev103806,cust103806,Tablet,4.6.12,False,,
dev103807,cust103807,Ios,4.8.20,False,,
